名前,No/ぜんこく,No/セントラル,タイプ/0,タイプ/1,進化/0/Lv,進化/0/名前,進化/1/Lv,進化/1/名前,進化/2/Lv,進化/2/名前,種族値/H,種族値/A,種族値/B,種族値/C,種族値/D,種族値/S,種族値/平均,種族値/合計,努力値/H,努力値/A,努力値/B,努力値/C,努力値/D,努力値/S,隠しデータ/捕獲率,隠しデータ/初期なつき,隠しデータ/オス率,隠しデータ/メス率,タマゴ/歩数,タマゴ/グループ/0,タマゴ/グループ/1,特性/通常/0/名前,特性/通常/0/説明,特性/隠れ/名前,特性/隠れ/説明,特性/通常/1/名前,特性/通常/1/説明,No/マウンテン/str,No/マウンテン/num,No/ホウエン/str,No/ホウエン/num,No/コースト/str,No/コースト/num,進化/3/Lv,進化/3/名前,進化/4/Lv,進化/4/名前,進化/5/Lv,進化/5/名前,進化/6/Lv,進化/6/名前,進化/7/Lv,進化/7/名前,進化/8/Lv,進化/8/名前,特性/通常/2/名前,特性/通常/2/説明
ゲッコウガ,658,009,みず,あく,1,ケロマツ,16,ゲコガシラ,36,ゲッコウガ,72,95,67,103,71,122,88.3,530,0,0,0,0,0,3,45,70,87.5,12.5,5120,水中1,,げきりゅう,HPが1/3以下の時、『みず』タイプの技の威力が1.5倍になる。,へんげんじざい,自分の技を出すタイミングで、自分のタイプが技と同じタイプになる。,,,,,,,,,,,,,,,,,,,,,,
ホルビー,659,010,ノーマル,,1,ホルビー,20,ホルード,,,38,36,38,32,36,57,39.5,237,0,0,0,0,0,1,255,70,50,50,3840,陸上,,ものひろい,毎ターン終了時に、そのターンに相手が消費した道具を拾って自分のものにする。自分が道具を持っていない時のみ発動する。／道具を持っていない時、戦闘後に10%の確率で道具を拾ってくる。戦闘に参加しなくてもよい。レベルに応じて拾ってくる道具が変化する。,ちからもち,自分の物理技の威力が2倍になる。,ほおぶくろ,自分の持っている『きのみ』を食べる時、本来の効果に加えて、さらにHPも最大HPの1/3回復する。,,,,,,,,,,,,,,,,,,,,
ホルード,660,011,ノーマル,じめん,1,ホルビー,20,ホルード,,,85,56,77,50,77,78,70.5,423,2,0,0,0,0,0,255,70,50,50,3840,陸上,,ものひろい,毎ターン終了時に、そのターンに相手が消費した道具を拾って自分のものにする。自分が道具を持っていない時のみ発動する。／道具を持っていない時、戦闘後に10%の確率で道具を拾ってくる。戦闘に参加しなくてもよい。レベルに応じて拾ってくる道具が変化する。,ちからもち,自分の物理技の威力が2倍になる。,ほおぶくろ,自分の持っている『きのみ』を食べる時、本来の効果に加えて、さらにHPも最大HPの1/3回復する。,,,,,,,,,,,,,,,,,,,,
ヤヤコマ,661,014,ノーマル,ひこう,1,ヤヤコマ,17,ヒノヤコマ,35,ファイアロー,45,50,43,40,38,62,46.3,278,0,0,0,0,0,1,255,70,50,50,3840,飛行,,はとむね,相手の『ぼうぎょ』ランクを下げる技や特性の効果を受けない。,はやてのつばさ,優先度0の『ひこう』タイプの技を『すばやさ』に関係なく先制攻撃できる。(優先度:+1),,,,,,,,,,,,,,,,,,,,,,
ヒノヤコマ,662,015,ほのお,ひこう,1,ヤヤコマ,17,ヒノヤコマ,35,ファイアロー,62,73,55,56,52,84,63.7,382,0,0,0,0,0,2,255,70,50,50,3840,飛行,,ほのおのからだ,直接攻撃を受けると、30%の確率で相手を『やけど』状態にする。／『てもち』にいると、ポケモンのタマゴが2倍かえりやすくなる。,はやてのつばさ,優先度0の『ひこう』タイプの技を『すばやさ』に関係なく先制攻撃できる。(優先度:+1),,,,,,,,,,,,,,,,,,,,,,
ファイアロー,663,016,ほのお,ひこう,1,ヤヤコマ,17,ヒノヤコマ,35,ファイアロー,78,81,71,74,69,126,83.2,499,0,0,0,0,0,3,255,70,50,50,3840,飛行,,ほのおのからだ,直接攻撃を受けると、30%の確率で相手を『やけど』状態にする。／『てもち』にいると、ポケモンのタマゴが2倍かえりやすくなる。,はやてのつばさ,優先度0の『ひこう』タイプの技を『すばやさ』に関係なく先制攻撃できる。(優先度:+1),,,,,,,,,,,,,,,,,,,,,,
コフキムシ,664,020,むし,,1,コフキムシ,9,コフーライ,12,ビビヨン,38,35,40,27,25,35,33.3,200,0,0,1,0,0,0,255,70,50,50,3840,虫,,りんぷん,技の追加効果を受けない。,フレンドガード,自分以外の味方が受けるダメージが3/4に軽減される。(ダブルバトル・トリプルバトル用),ふくがん,命中率が1.3倍になる。／『てもち』の先頭にいると道具を持った野生のポケモンと出会いやすくなる。,,,,,,,,,,,,,,,,,,,,
コフーライ,665,021,むし,,1,コフキムシ,9,コフーライ,12,ビビヨン,45,22,60,27,30,29,35.5,213,0,0,2,0,0,0,255,70,50,50,3840,虫,,だっぴ,ターンごとに1/3の確率で状態異常が治る。,フレンドガード,自分以外の味方が受けるダメージが3/4に軽減される。(ダブルバトル・トリプルバトル用),,,,,,,,,,,,,,,,,,,,,,
ビビヨン,666,022,むし,ひこう,1,コフキムシ,9,コフーライ,12,ビビヨン,80,52,50,90,50,89,68.5,411,1,0,0,1,0,1,255,70,50,50,3840,虫,,りんぷん,技の追加効果を受けない。,フレンドガード,自分以外の味方が受けるダメージが3/4に軽減される。(ダブルバトル・トリプルバトル用),ふくがん,命中率が1.3倍になる。／『てもち』の先頭にいると道具を持った野生のポケモンと出会いやすくなる。,,,,,,,,,,,,,,,,,,,,
シシコ,667,057,ほのお,ノーマル,1,シシコ,35,カエンジシ,,,62,50,58,73,54,72,61.5,369,0,0,0,1,0,0,0,70,25,75,5120,陸上,,とうそうしん,性別が同じ相手に対しては『こうげき』『とくこう』が1.25倍になるが、異なる場合は0.75倍になる。性別のないポケモンの場合は効果がない。,じしんかじょう,自分の技で相手を倒すと、『こうげき』ランクが1段階上がる。,きんちょうかん,すべての相手は『きのみ』を使用できなくなる。,,,,,,,,,,,,,,,,,,,,
カエンジシ,668,058,ほのお,ノーマル,1,シシコ,35,カエンジシ,,,86,68,72,109,66,106,84.5,507,0,0,0,2,0,0,0,70,25,75,5120,陸上,,とうそうしん,性別が同じ相手に対しては『こうげき』『とくこう』が1.25倍になるが、異なる場合は0.75倍になる。性別のないポケモンの場合は効果がない。,じしんかじょう,自分の技で相手を倒すと、『こうげき』ランクが1段階上がる。,きんちょうかん,すべての相手は『きのみ』を使用できなくなる。,,,,,,,,,,,,,,,,,,,,
フラベベ,669,068,フェアリー,,1,フラベベ,19,フラエッテ,1,フラージェス,44,38,39,61,79,42,50.5,303,0,0,0,0,1,0,255,70,,100,5120,妖精,,フラワーベール,味方すべての『くさ』タイプのポケモンは、味方自身以外の技や特性によって『のうりょく』ランクを下げられず、状態異常にもならない。,きょうせい,味方が道具を使ったり失った時、自分の持っている道具を味方に移動する。,,,,,,,,,,,,,,,,,,,,,,
フラエッテ,670,069,フェアリー,,1,フラベベ,19,フラエッテ,1,フラージェス,54,45,47,75,98,52,61.8,371,0,0,0,0,2,0,255,70,,100,5120,妖精,,フラワーベール,味方すべての『くさ』タイプのポケモンは、味方自身以外の技や特性によって『のうりょく』ランクを下げられず、状態異常にもならない。,きょうせい,味方が道具を使ったり失った時、自分の持っている道具を味方に移動する。,,,,,,,,,,,,,,,,,,,,,,
フラージェス,671,070,フェアリー,,1,フラベベ,19,フラエッテ,1,フラージェス,78,65,68,112,154,75,92,552,0,0,0,0,3,0,255,70,,100,5120,妖精,,フラワーベール,味方すべての『くさ』タイプのポケモンは、味方自身以外の技や特性によって『のうりょく』ランクを下げられず、状態異常にもならない。,きょうせい,味方が道具を使ったり失った時、自分の持っている道具を味方に移動する。,,,,,,,,,,,,,,,,,,,,,,
メェークル,672,089,くさ,,1,メェークル,32,ゴーゴート,,,66,65,48,62,57,52,58.3,350,1,0,0,0,0,0,0,70,50,50,5120,陸上,,そうしょく,『くさ』タイプの技を受けると技が無効化され、『こうげき』ランクが1段階上がる。,くさのけがわ,グラスフィールドの時、『ぼうぎょ』が1.5倍になる。,,,,,,,,,,,,,,,,,,,,,,
ゴーゴート,673,090,くさ,,1,メェークル,32,ゴーゴート,,,123,100,62,97,81,68,88.5,531,2,0,0,0,0,0,0,70,50,50,5120,陸上,,そうしょく,『くさ』タイプの技を受けると技が無効化され、『こうげき』ランクが1段階上がる。,くさのけがわ,グラスフィールドの時、『ぼうぎょ』が1.5倍になる。,,,,,,,,,,,,,,,,,,,,,,
ヤンチャム,674,091,かくとう,,1,ヤンチャム,32,ゴロンダ,,,67,82,62,46,48,43,58,348,0,1,0,0,0,0,0,70,50,50,6400,陸上,人型,てつのこぶし,パンチ系の技『アームハンマー』『かみなりパンチ』『きあいパンチ』『グロウパンチ』『コメットパンチ』『シャドーパンチ』『スカイアッパー』『ドレインパンチ』『ばくれつパンチ』『バレットパンチ』『ピヨピヨパンチ』『ほのおのパンチ』『マッハパンチ』『メガトンパンチ』『れいとうパンチ』『れんぞくパンチ』の威力が1.2倍になる。,きもったま,相手が『ゴースト』タイプでも、『ノーマル』『かくとう』タイプの技が等倍で当たる。,かたやぶり,相手の特性の影響を受けずに攻撃できる。ただし、攻撃後に受ける効果は消えない。,,,,,,,,,,,,,,,,,,,,
ゴロンダ,675,092,かくとう,あく,1,ヤンチャム,32,ゴロンダ,,,95,124,78,69,71,58,82.5,495,0,2,0,0,0,0,0,70,50,50,6400,陸上,人型,てつのこぶし,パンチ系の技『アームハンマー』『かみなりパンチ』『きあいパンチ』『グロウパンチ』『コメットパンチ』『シャドーパンチ』『スカイアッパー』『ドレインパンチ』『ばくれつパンチ』『バレットパンチ』『ピヨピヨパンチ』『ほのおのパンチ』『マッハパンチ』『メガトンパンチ』『れいとうパンチ』『れんぞくパンチ』の威力が1.2倍になる。,きもったま,相手が『ゴースト』タイプでも、『ノーマル』『かくとう』タイプの技が等倍で当たる。,かたやぶり,相手の特性の影響を受けずに攻撃できる。ただし、攻撃後に受ける効果は消えない。,,,,,,,,,,,,,,,,,,,,
トリミアン,676,093,ノーマル,,,,,,,,75,80,60,65,90,102,78.7,472,0,0,0,0,0,1,0,70,50,50,5120,陸上,,ファーコート,物理攻撃の受けるダメージが半減する。,,,,,,,,,,,,,,,,,,,,,,,,
ニャスパー,677,114,エスパー,,1,ニャスパー,25,ニャオニクス,,,62,48,54,63,60,68,59.2,355,0,0,0,0,0,1,0,70,50,50,5120,陸上,,するどいめ,命中率ランクが下がらない。相手の回避率ランクが上がっていても、影響を受けない。／レベルの低い野生のポケモンと出会いにくくなる。,マイペース,『こんらん』状態にならない。,すりぬけ,相手の『リフレクター』『ひかりのかべ』『しろいきり』『しんぴのまもり』『みがわり』の効果を受けない。,,,,,,,,,,,,,,,,,,,,
ニャオニクス(オスの姿),678,115,エスパー,,1,ニャスパー,25,ニャオニクス,,,74,48,76,83,81,104,77.7,466,0,0,0,0,0,2,0,70,100,,5120,陸上,,するどいめ,命中率ランクが下がらない。相手の回避率ランクが上がっていても、影響を受けない。／レベルの低い野生のポケモンと出会いにくくなる。,いたずらごころ,自分の使う変化技の優先度が1だけ加算される。優先度0の変化技も優先度+1として『すばやさ』に関係なく先制攻撃できる。,すりぬけ,相手の『リフレクター』『ひかりのかべ』『しろいきり』『しんぴのまもり』『みがわり』の効果を受けない。,,,,,,,,,,,,,,,,,,,,
ニャオニクス(メスの姿),678,115,エスパー,,1,ニャスパー,25,ニャオニクス,,,74,48,76,83,81,104,77.7,466,0,0,0,0,0,2,0,70,,100,5120,陸上,,するどいめ,命中率ランクが下がらない。相手の回避率ランクが上がっていても、影響を受けない。／レベルの低い野生のポケモンと出会いにくくなる。,かちき,相手の技や特性で『のうりょく』ランクが下がると、『とくこう』ランクが2段階上がる。,すりぬけ,相手の『リフレクター』『ひかりのかべ』『しろいきり』『しんぴのまもり』『みがわり』の効果を受けない。,,,,,,,,,,,,,,,,,,,,
ヒトツキ,679,117,はがね,ゴースト,1,ヒトツキ,35,ニダンギル,1,ギルガルド,45,80,100,35,37,28,54.2,325,0,0,1,0,0,0,0,70,50,50,5120,鉱物,,ノーガード,お互いに技が命中率・回避率に関係なく必ず命中する。／野生のポケモンと出会いやすくなる。,,,,,,,,,,,,,,,,,,,,,,,,
ニダンギル,680,118,はがね,ゴースト,1,ヒトツキ,35,ニダンギル,1,ギルガルド,59,110,150,45,49,35,74.7,448,0,0,2,0,0,0,0,70,50,50,5120,鉱物,,ノーガード,お互いに技が命中率・回避率に関係なく必ず命中する。／野生のポケモンと出会いやすくなる。,,,,,,,,,,,,,,,,,,,,,,,,
ギルガルド(シールドフォルム),681,119,はがね,ゴースト,1,ヒトツキ,35,ニダンギル,1,ギルガルド,60,50,150,50,150,60,86.7,520,0,0,2,0,1,0,0,70,50,50,5120,鉱物,,バトルスイッチ,攻撃技を使用する場合ブレードフォルムになり(攻撃・特攻が高い)、技『キングシールド』を使用するとシールドフォルムになる(防御・特防が高い)。,,,,,,,,,,,,,,,,,,,,,,,,
ギルガルド(ブレードフォルム),681,119,はがね,ゴースト,1,ヒトツキ,35,ニダンギル,1,ギルガルド,60,150,50,150,50,60,86.7,520,0,0,2,0,1,0,0,70,50,50,5120,鉱物,,バトルスイッチ,攻撃技を使用する場合ブレードフォルムになり(攻撃・特攻が高い)、技『キングシールド』を使用するとシールドフォルムになる(防御・特防が高い)。,,,,,,,,,,,,,,,,,,,,,,,,
シュシュプ,682,129,フェアリー,,1,シュシュプ,1,フレフワン,,,78,52,60,63,65,23,56.8,341,1,0,0,0,0,0,0,70,50,50,5120,妖精,,いやしのこころ,毎ターン終了時、1/3の確率で自分以外の味方の状態異常が治る。,アロマベール,自分と味方へのメンタル攻撃技『アンコール』『いちゃもん』『かいふくふうじ』『かなしばり』『ちょうはつ』『メロメロ』を無効化する。,,,,,,,,,,,,,,,,,,,,,,
フレフワン,683,130,フェアリー,,1,シュシュプ,1,フレフワン,,,101,72,72,99,89,29,77,462,2,0,0,0,0,0,0,70,50,50,5120,妖精,,いやしのこころ,毎ターン終了時、1/3の確率で自分以外の味方の状態異常が治る。,アロマベール,自分と味方へのメンタル攻撃技『アンコール』『いちゃもん』『かいふくふうじ』『かなしばり』『ちょうはつ』『メロメロ』を無効化する。,,,,,,,,,,,,,,,,,,,,,,
ペロッパフ,684,131,フェアリー,,1,ペロッパフ,1,ペロリーム,,,62,48,66,59,57,49,56.8,341,0,0,1,0,0,0,0,70,50,50,5120,妖精,,スイートベール,自分や味方のポケモンは『ねむり』状態にならない。,かるわざ,持っている道具がなくなると『すばやさ』が2倍になる。再び道具を持つと元に戻る。最初から道具を持っていない場合は効果がない。,,,,,,,,,,,,,,,,,,,,,,
